Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Cloners),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Points),Custom field (Affected services),Custom field (Author),Custom field (Author)Id,Custom field (Bug Category),Custom field (Bug Category),Custom field (Bug Root Cause),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Clockwork Timer),Custom field (Content type),Custom field (Developer),Custom field (Developer)Id,Custom field (Development),Custom field (Due Date),Custom field (Epic Link),Custom field (Estimated Hours),Custom field (Feature),Custom field (Feature),Custom field (Feature),Custom field (Fix In Build),Custom field (Found Phase),Custom field (Found in Build),Custom field (Impact),Custom field (Issue color),Custom field (Mockup),Custom field (Publication date),Custom field (Pull requests),Custom field (Rank),Custom field (Report Story Points),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Satisfaction rating,Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Custom field (Skill),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Tester),Custom field (Tester)Id,Custom field (Time to first response),Custom field (Time to resolution),Custom field ([CHART] Date of First Response),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Status Category
GDS - CSV details - The popup is missing a title when viewing the CSV details,KANOO-4095,28681,Story,Declined,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Niem Nguyen,557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78,Niem Nguyen,557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78,Niem Nguyen,557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78,28/Apr/21 2:10 PM,14/Jul/21 9:35 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"# Login by manager account (niem@yopmail.com/1234@Tps)
# Access the user->CSV history tab
# Click on one item to view details
# Check the title of popup

Actual: no title for the popup  

!image-2021-04-28-00-07-50-913.png|width=200,height=183!

 
Expected: please have a title for it: Uploaded Users List",,User ,Viet Dung,,,,,,,,unknown,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Apr/21 2:06 PM;niem.nguyen;image-2021-04-28-00-07-50-913.png;https://kardsys.atlassian.net/secure/attachment/34506/image-2021-04-28-00-07-50-913.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4120,,,,,,,,,,,,,2|i00cjq:zzz,,,,,,,,,,,,,,,1.0,,,,,,,,,,2021-04-29 07:30:56.572,"29/Apr/21 2:30 PM;5ea291d7a77bf50c1ec77c19;a [~accountid:557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78]  we will use “Uploaded Users List”

cc: a [~accountid:557058:4c602b42-35ce-411c-b900-8ebe293945b4] ",08/Jul/21 2:18 PM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78] Please help me recheck this. Thanks,08/Jul/21 3:17 PM;557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78;Changed business so this ticket is invalid,,,,,,,,,,,,,,,,,,,Done
ARM Merchant - Page Builder - Banner,KANOO-4094,28680,Story,Declined,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 2:09 PM,28/Apr/21 2:11 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|hzx7u7:,,,,,,,,,,,,Kanoo Sprint 29 - BE Team 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Kanoo Admin - Page Builder - Carousel,KANOO-4091,28675,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 10:44 AM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a Kanoo Admin, I should have the ability to create media modules for Kanoo pages. One of them is Carousel.

*Acceptance Criteria:*

+_Create Carousel_+

* Clicking on New Module button then selecting Banner navigates to Add Banner page
* Carousel Name: 
** This is a required field. 
** Set max-length for 200 characters.
* Content: 















* Banner Image: This a required field
** There is an upload button to upload banner from local
** Allowable file types are
* Link: This is the banner link. It’s optional
* Display On: this is a drop-down menu deciding which page the banner is positioned. There are 2 options
** Marketplace: This is the default. Selecting this displays the banner on Marketplace page
** Home: Selecting this displays the banner on Home page
* “Cancel“ button: Selecting this cancels the creation then is back to the list of media modules. 
* “Add Banner“ button: clicking on this buttons do following things
** If some fields are empty, display red validation text below fields {color:#00b8d9}_“This field is required“_{color}
** If there is no any validation, it creates the banner successfully with message in modal {color:#00b8d9}_“Banner has been successfully created“_ {color}. Clicking on OK button is back to the list of media modules. 

+_Edit Banner_+

* Selecting three-dot icon on a banner then selecting Edit can go to Edit page of that banner
* It reflects all information that Admin saved
* “Save“ button: 
** Clicking on this buttons do validations as when creating the banner
** If there is no any validation, it updates the banner successfully with message in modal {color:#00b8d9}_“Banner has been successfully updated“_ {color}. Clicking on OK button is back to the list of media modules. 

Mock-up: [https://xd.adobe.com/view/cb8343ae-7fd1-4d67-9193-959d99a5a4c6-9ed0/screen/7d56215d-ca8e-4586-befd-9437b2878297|https://xd.adobe.com/view/cb8343ae-7fd1-4d67-9193-959d99a5a4c6-9ed0/screen/7d56215d-ca8e-4586-befd-9437b2878297|smart-link] ",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4717,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Apr/21 11:36 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210428-043517.png;https://kardsys.atlassian.net/secure/attachment/34505/image-20210428-043517.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4412,,,,,,,,,,,,,2|i001e6:zzzzzi,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,"28/Apr/21 11:36 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:5da94264ba2c320c2c315fb6] This is the page to set up carousels. For example Featured merchants, Featured Products. Top healthy products

!image-20210428-043517.png|width=100%!",,,,,,,,,,,,,,,,,,,,,To Do
Kanoo Admin - Page Builder - Set Slider,KANOO-4089,28670,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 10:00 AM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4708,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Apr/21 10:01 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210428-030159.png;https://kardsys.atlassian.net/secure/attachment/34497/image-20210428-030159.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4412,,,,,,,,,,,,,2|i001e6:zzzzzr,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,"28/Apr/21 10:01 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:5da94264ba2c320c2c315fb6] Please help me design Slider page

!image-20210428-030159.png|width=100%!",,,,,,,,,,,,,,,,,,,,,To Do
Kanoo Admin - Page Builder - Banner,KANOO-4087,28667,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,28/Apr/21 9:25 AM,07/Jun/21 4:02 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a Kanoo Admin, I should have the ability to create media modules for Kanoo pages. One of them is Banner.

*Acceptance Criteria:*

+_Create Banner_+

* Clicking on New Module button then selecting Banner navigates to Add Banner page
* Banner Name: 
** This is a required field. 
** Set max-length for 200 characters.
* Banner Image: This a required field
** There is an upload button to upload banner from local
** Allowable file types are
* Link: This is the banner link. It’s optional
* Display On: this is a drop-down menu deciding which page the banner is positioned. There are 2 options
** Marketplace: This is the default. Selecting this displays the banner on Marketplace page
** Home: Selecting this displays the banner on Home page
* “Cancel“ button: Selecting this cancels the creation then is back to the list of media modules. 
* “Add Banner“ button: clicking on this buttons do following things
** If some fields are empty, display red validation text below fields {color:#00b8d9}_“This field is required“_{color}
** If there is no any validation, it creates the banner successfully with message in modal {color:#00b8d9}_“Banner has been successfully created“_ {color}. Clicking on OK button is back to the list of media modules. 

+_Edit Banner_+

* Selecting three-dot icon on a banner then selecting Edit can go to Edit page of that banner
* It reflects all information that Admin saved
* “Save“ button: 
** Clicking on this buttons do validations as when creating the banner
** If there is no any validation, it updates the banner successfully with message in modal {color:#00b8d9}_“Banner has been successfully updated“_ {color}. Clicking on OK button is back to the list of media modules. 

Mock-up: [https://xd.adobe.com/view/cb8343ae-7fd1-4d67-9193-959d99a5a4c6-9ed0/screen/7d56215d-ca8e-4586-befd-9437b2878297|https://xd.adobe.com/view/cb8343ae-7fd1-4d67-9193-959d99a5a4c6-9ed0/screen/7d56215d-ca8e-4586-befd-9437b2878297|smart-link] ",,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KANOO-4716,,,,,,,,,,,,,,,,,,,,,,,,,,,28/Apr/21 9:26 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;image-20210428-022752.png;https://kardsys.atlassian.net/secure/attachment/34493/image-20210428-022752.png,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4412,,,,,,,,,,,,,2|i001e6:zzzzz,,,,,,,,,,,,Kanoo backlog,,,,,,,,,,,,,,"28/Apr/21 9:26 AM;557058:3c9d0205-242e-4af3-be20-9293b7a3ba27;[~accountid:5da94264ba2c320c2c315fb6] Please help me design this with Visipay Style

!image-20210428-022752.png|width=100%!",,,,,,,,,,,,,,,,,,,,,To Do
ARM - Read timeout ,KANOO-4086,28666,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Minh Thành,557058:a2d26b97-07cd-4a63-951d-795f3b39eac1,Minh Thành,557058:a2d26b97-07cd-4a63-951d-795f3b39eac1,28/Apr/21 9:14 AM,26/May/21 9:20 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,Reported_By_TA,,"This is the production log on April 28, 2021. Please help to check it

[ARM] com.visikard.arm.controller.error.ExceptionController:30 - Read timed out executing POST https://api.kanoopays.com/reporting/api/view/revenueStream?fromDate=1588362525460&toDate=1619552925460&tenant=kanoo
feign.RetryableException: Read timed out executing POST https://api.kanoopays.com/reporting/api/view/revenueStream?fromDate=1588362525460&toDate=1619552925460&tenant=kanoo

See here: https://logs-prod.kardsys.com/search?rangetype=absolute&q=source%3A%22ip%5C-172%5C-31%5C-46%5C-208.eu%5C-west%5C-1.compute.internal%22+AND+gl2_source_input%3A%225f86d370ac46ff11f986821b%22&highlightMessage=9fa29162-a791-11eb-a1e4-0247044d6cbe&streams=5f86d798ac46ff11f98686a6&from=2021-04-27T19%3A49%3A04.486Z&to=2021-04-27T19%3A49%3A06.486Z ",,User ,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|hzzykb:,,,,,,,,,,,,Backlog of Technical Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
[App] Display Coupon List In Store Details,KANOO-4085,28665,Story,Done,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,dao ngoc duy tan,5e8c33ed6c8ec30b8ac87a95,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,27/Apr/21 3:37 PM,05/May/21 5:41 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Reference this ticket [https://kardsys.atlassian.net/browse/KANOO-4084|https://kardsys.atlassian.net/browse/KANOO-4084|smart-link] ,,User ,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4109,,,,,,,,,,,,,2|hzzyf3:,,,,,,,,,,,,Kanoo Sprint 28 - Team 1,,,,,,,,,Vo Tan Sang,5f0fc346591bbc001ba5ad5f,,,2021-05-05 10:41:09.528,05/May/21 5:41 PM;557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78;QA passed on Staging,,,,,,,,,,,,,,,,,,,,,Done
[Web App] Display Coupon List In Store Details,KANOO-4084,28664,Story,Done,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Ánh Mai,5c651e25911797593beaef16,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,27/Apr/21 3:16 PM,05/May/21 4:21 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"As a Merchant Admin, when creating a coupon, there is a field named “Show in Store Detail” with 2 values “Yes” and “No”. I would like all “Yes” coupons will be shown on the list so that consumers can add them to their wallets.

*Step 1:* Consumer log in Kanoo Web then access a store 

*Step 2:* He can see the list of coupons that meet below conditions:

# Those coupons are created with “Show in Store Detail” is “Yes”
# Creation date of those coupons within “When” range ",,User ,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4109,,,,,,,,,,,,,2|hzzyev:,,,,,,,,,,,,Kanoo Sprint 28 - Team 1,,,1.0,,,,,,Hoang Nguyen Duc,5e783beb2e3fce0c33c3e9f4,,,2021-05-05 09:21:47.371,05/May/21 4:21 PM;557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78;QA passed on Staging,,,,,,,,,,,,,,,,,,,,,Done
[Web] - Message - Search users that have not chatted yet,KANOO-4082,28662,Story,Declined,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,Viet Dung,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,27/Apr/21 1:54 PM,27/Apr/21 1:56 PM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,,,Viet Dung,,,,,,,,,557058:3c9d0205-242e-4af3-be20-9293b7a3ba27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,2|hzzycf:,,,,,,,,,,,,Kanoo Sprint 29 - BE Team 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done
Remove log credit card information,KANOO-4080,28658,Story,In Progress,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,thuy.hoang,5eeb358e96b9660abf6c15b5,Huy Tang,557058:4c602b42-35ce-411c-b900-8ebe293945b4,Huy Tang,557058:4c602b42-35ce-411c-b900-8ebe293945b4,27/Apr/21 11:30 AM,13/Jul/21 9:48 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,Remove cvv and expiry date of credit card when logging,,User ,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thuy.hoang,5eeb358e96b9660abf6c15b5,{},18/Jun/21 12:00 AM,,,,,,,,,,,,,,2|i00bqu:zzr,,,,,,,,,,,,Backlog of Technical Issues,,19/May/21 12:00 AM,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,In Progress
[Visipay] - Display Kanoo Reserve Credit Card Balance,KANOO-4079,28656,Story,To Do,KANOO,Kanoo,software,Nhu Ho,557058:7a9d9191-dd75-4672-98d1-725766bcd349,,,Medium,,,,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,Doan Nguyen Minh Kim,5ea291d7a77bf50c1ec77c19,27/Apr/21 10:38 AM,08/Jul/21 10:39 AM,28/Jul/21 5:39 PM,,,,,,,,,,,0,,,"In PWK payment flow: when a guest makes a payment, Kanoo system will fund the paid amount to Kanoo Reserve Credit Card then withdraw that amount ( example fee is 0) from Kanoo Reserve Cash Card. As a Visipay Admin, I would like to view Kanoo Reserve Credit Card so that I can check when a transaction fails with statuses “Failed - Withdraw Kanoo Cash Card” and “Failed - Funding Kanoo Credit Card” then determine the root cause

*AC 1:* In the feature “Reserve Accounts”, I can see Kanoo Reserve Credit Card balance in tab “Kanoo Balance”. It will have a format like “Kanoo Cash Card”. Its currency is “USD” and the balance is will only positive. 

*AC 2:* I can check the balance based on these statuses of the ticket [https://kardsys.atlassian.net/browse/KANOO-3768|https://kardsys.atlassian.net/browse/KANOO-3768|smart-link] 

# If the status is “Completed - Funding Kanoo Credit Card”, I see the balance is an increase
# If the status is “Failed - Funding Kanoo Credit Card”, the balance won't change. Ex: the current balance is $20, after a guest made a payment and the transaction status is “Failed - Funding Kanoo Credit Card”, the balance is $20.
# If the status is “Failed - Withdraw Kanoo Cash Card” but Kanoo Reserve Credit Card balance is an increase, the root cause is Kanoo Reserve Cash Card is 0. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,KANOO-4958,,,,,,,,,,,,,2|hzwwke:yqhzu8zzwsr,,,,,,,,,,,,Kanoo Sprint 32,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do
