Key,Issue Type,Summary,Description,Story Points,Status,Skill,Components,Epic Link,Sprint,Bug Category,Bug Root Cause,Start date,Due Date,Author,Priority,Assignee,Actual Points,Affected services,Affects versions,Approvals,Approvers,Attachment,Change completion date,Change risk,Change reason,Change start date,Change type,Clockwork Timer,Comment,Content type,Created,Creator,Developer,Development,Environment,Due date,Epic Color,Epic Name,Epic Status,Estimated Hours,Feature,Fix In Build,Fix versions,Flagged,Found in Build,Found Phase,Images,Impact,Issue color,Issue ID,Labels,Last Viewed,Linked Issues,Log Work,Mockup,Original estimate,Organizations,parent,Parent Link,Process,Progress,Project,Project Team,Publication date,Pull requests,Rank,Remaining Estimate,Report Story Points,Reporter,Request language,Request Type,Request participants,Resolution,Resolved,Restrict to,Satisfaction date,Satisfaction,Severity,Security Level,Sprint,Status Category,Status Category Changed,Status Transition,Story point estimate,Sub-tasks,Target end,Target start,Team,Team,Tester,Time Spent,Time to resolution,Time tracking,Time to first response,Updated,Votes,Work Ratio,Watchers,[CHART] Date of First Response,[CHART] Time in Status,Σ Original Estimate,Σ Progress,Σ Remaining Estimate,Σ Time Spent
KP-700,Story,[Web] VisiKard Admin - Login - Update Message for Invalid Account,"# Access the Tenant Admin site [https://admin-new-staging.kardsys.com/auth/login|https://admin-new-staging.kardsys.com/auth/login]
# Enter the Visikard admin (vkadmindev) in the email field  
!image-2020-08-18-14-24-36-105.png|width=200,height=183!
# Enter an incorrect password (ex: 123432) then login
# Check the result
Actual: Cannot login with red message: ""The password you entered is incorrect.""	 
!image-2020-08-18-14-27-36-823.png|width=200,height=183!

 
Expected: Please change the message to ""You have entered an invalid email or password."" like this  

!image-2020-08-18-14-28-50-902.png|width=200,height=183!

. Please make sure the Visikard admin will not be locked if they entered an incorrect password for 5 times.",1,Done,WebApp,Visikard_New_Admin,,S2103,,,1/20/2021,1/20/2021,,Medium,Niem Nguyen,,,,,,image-2020-08-18-14-24-36-105.png;image-2020-08-18-14-27-36-823.png;image-2020-08-18-14-28-50-902.png,,,,,,,Verified in staging,,8/25/2020 14:48:48,Nhu Ho,Quý Trần,{},Staging,,,,,,,,,,,,,,,21956,,,KP-661;KP-106,,,,,,,,0,Kard Platform,,,,2|hzx3vb:,,,Niem Nguyen,,,,,,[field not supported],,0,,,,Done,3/10/2021 18:24:20,"250102,242017,241492,238523,238215,161541",,,,,,,,,,,,3/10/2021 18:24:20,0,,3,3/10/2021 18:24:09,,,0,,
KP-699,Story,API - Visipay - davinci MasterCard List,Refer REQ to [https://kardsys.atlassian.net/browse/KP-445|https://kardsys.atlassian.net/browse/KP-445|smart-link] ,3,To Do,Backend,,,,,,,,,High,Cai Bao Hung,,,,,,CO_Account_Search.xlsm;CO_AdjustValue_ByProxy.xlsm;CO_AssignCard_LoadValue.xlsm;CO_CreatePerson.xlsm;CO_GetCardInfo_Status_ByProxy.xlsm;CO_GetCardTxns.xlsm;CO_LoadValue_ByProxy.xlsm;CO_OTB_ByProxy.xlsm;CO_UpdatePerson.xlsm,,,,,,,To plan this story in next Sprint [~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] ,,8/25/2020 14:29:24,Nhu Ho,,{},,,,,,,,,,,,,,,,21955,Backend,,KP-445,,,0,,,,,0,Kard Platform,,,,2|hzwz8f:,0,,Nhu Ho,,,,,,[field not supported],,0,,,,To Do,8/25/2020 14:29:24,161494,,,,,,,,,,,,12/28/2020 17:47:51,0,0,2,9/1/2020 15:14:57,,0,0,0,
KP-698,Story,Web Apps - Buy Product Flow - Payment with coupons,"As a customer, I want to be able to buy product with using coupon to make payment.

+*Acceptance Criteria:*+

* User can add products to the cart.
* On Cart page, user clicks Proceed to Checkout. 
* On Confirm Purchase page, user can see an option Coupon below Gift Cards.
* On clicking Coupons option, the pop-up shown up:
** Title: Select Coupon
** Show the list of coupons which user has added to wallet.
** User can select or unselect any coupons on the list.
* The total amount which user has to pay finally must be correctly calculated.
* After payment:
** The order is saved on Orders page. (user can also see coupon amount which was used).
** The transaction named Coupon Redemption should be recorded on Transactions page, ARM site (Merchant Admin / Master Admin), Visipay site, Visikard Admin site.

+Validation rule:+

* The list of coupons shown on the pop-up only belongs to the certain store which user has added before, which means user cannot see the coupon from the store A if they buy product from the store B.
* If the coupon amount makes the final total amount which user has to payment is $0, Point option is disabled. (Ex: User buys a product with the total amount $3.00, he uses a coupon $3.50, so the final total amount he has to pay is $0.00, he cannot select point at that time).
* The coupon buy X get X only shown if user buys products corresponding to its content. (Ex: The coupon is Buy 2A to get 1B, this only shown if user buys enough 2A. Otherwise, it’ll be not shown). 
* User can only use one coupon at the same time while doing payment. 
* User cannot see the coupons which was used in Wallet page (Coupon tab). The coupon is shown again on Store Detail page and they can add to wallet and use again if they want.",8,Done,WebApp,Consumser_Web_Apps,,S2036,,,,,,High,Tu Tran,,,,,,C96E52BF-0DFD-4811-9FAC-7B902A1226CA.jpg;Confirm Purchase.png;GreenLife Wallet – 1.png;GreenLife Wallet – 2.png;image-20200912-081509.png;image-20200914-084003.png;Products – 29.png;Products – 31.png;Products – 46.png;Select Coupon.png;Select GK.png,,,,,,,"[~accountid:5caacdb1055f3f7a1824b0dc] Please work with designer to define REQ for web apps to have the ability to pay with coupons in web apps like mobile app. I need this to be done by 26Aug.;[~accountid:5da94264ba2c320c2c315fb6] Please check the AC and help to update UI design for this ticket. Thanks;Edited: remove old link.;Assume that web apps will use the existing API of paying with coupons that mobile apps are using.;[~accountid:5da94264ba2c320c2c315fb6] Please provide the XD link for this item;Git: KardSys\\Kard\\05-Export\\Sprint-2036\\KP-698 Web - Buy Product Flow - Redeem Points;[~accountid:5da94264ba2c320c2c315fb6] We need the XD link or attached images;[~accountid:5da94264ba2c320c2c315fb6]  please update the UI for this ticket, it has not been updated yet, it still show design of product flow with redeem points.

CC: [~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843]  [~accountid:5caacdb1055f3f7a1824b0dc] ;Hi c[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] Please response my comments as below:

# After using the coupon “Buy X get Y” to payment, how to check “Product Y” in the app? For now, we do not record any transactions for this action.
# The sort order when clicking on Coupon. I assume that we will use the created date for sorting.
# The user can able to unselect the GK in the list when he wants to unchoose. I think we need to apply this behavior for Coupon as well. 

!image-20200912-081509.png|width=1679,height=931!;[~accountid:5caacdb1055f3f7a1824b0dc] 

Please design the UI when clicking on Coupon. Please refer the current UI on the mobile app 

!C96E52BF-0DFD-4811-9FAC-7B902A1226CA.jpg|width=1152,height=2048!

Also, add a radio button on the right panel the same as GK is working

!image-20200914-084003.png|width=1455,height=921!;[~accountid:5da94264ba2c320c2c315fb6] Please provide UI for [~accountid:5b43ade2a492e959f3f3248b] 's request above.;[~accountid:5b43ade2a492e959f3f3248b]  Here are responses for your questions.

# After using the coupon “Buy X get Y” to payment, how to check “Product Y” in the app? For now, we do not record any transactions for this action.
## This coupon is applied for the order that customer uses and it is not applied for an later order. Please check with Na on this to understand how it works and also keep in mind that this is not scope of this story. If this coupon does not work for the current payment flow, please create a bug and assign to me to review.
# The sort order when clicking on Coupon. I assume that we will use the created date for sorting.
## I don’t think sorting by date is a good for showing the coupons that the current customer has because we need to show the coupons that can be applied for the current order only and that list should not be long as they are coupons that the current customer has for the current merchant only.
# The user can able to unselect the GK in the list when he wants to unchoose. I think we need to apply this behavior for Coupon as well.
## Agree. We need to a way for customer to unselect a coupon. [~accountid:5caacdb1055f3f7a1824b0dc] work with the designer team to update mockup and inform [~accountid:5b1e1d906116e24d2bfc86af]  and [~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] to implement this UI.;[~accountid:5b43ade2a492e959f3f3248b] [~accountid:5b1e1d906116e24d2bfc86af] UI has been updated. ;PR [http://gitlab.tpssoft.com.vn/visikard/greenlife/merge_requests/2541|http://gitlab.tpssoft.com.vn/visikard/greenlife/merge_requests/2541]",,8/25/2020 14:20:35,Khang Nguyen,cong vo chi,{},,,,,,,,,Web_S2036_Sep18,,,,,,,21954,,,KP-1058;KP-1183;KP-1056;KP-1054;KP-1059;KP-1060;KP-1099,,,,,,,,0,Kard Platform,,,,2|hzyulr:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,10/2/2020 18:34:34,"178752,171997,171043,169914,162792,162461,161447",,,,,,,,,,,,10/2/2020 18:34:34,0,,6,8/25/2020 14:50:43,,,0,,
KP-676,Story,Android - Delivery Options - Delivery Address - Get User's Address as Default Value,"As a customer I want to see my address in Delivery Address by default when I select Delivery for Shipping method when purchasing an order on web and mobile apps.

* I don’t expect to enter delivery addressing always as the current flow. The delivery address should be populated from my default address:
** Case 1: If user has verified KYC, the delivery address should be the KYC address. This address should be kept even if user changes another payment method.
** Case 2: If user has not verified KYC, the delivery address will be empty, user has to input manually that one.
* I can change it if that is not the address that I want to receive the order.",2,Done,Android,,,S2036,,,,,,High,thao tran,,,,,,,,,,,,,"[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] Should we optimize the buying product flow on S2036? We currently have too many steps before user can purchase a product. We have done that on Web app but not on Mobile apps.;[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] Please check my comment above;[~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] I let you decide to optimize the flow of buying product for mobile apps if the team has enough effort in S2036. The current flow has many steps and it takes time from customers to complete an order.;[~accountid:5f4787ee73a268004dced7f5] [~accountid:5f47923442959b0039d98798] [~accountid:5f15538fd680320021ad9c07] AC has been updated. Please review and give me feedback if you guys have any concerns. Thanks

Cc: [~accountid:5b43ade2a492e959f3f3248b] [~accountid:5e69e1abae59460cfb01e9cd] [~accountid:557058:27d8b1c9-b5a9-4bcc-a002-d9834fc57e78] [~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] ;AC passed on Staging",,8/20/2020 13:55:19,Nhu Ho,Phat Ho Hoang,{},,,,,,,,1.3.0.0,Android_S2036_Sep18,,,,,,,21871,Ready,,KP-1062;KP-701;KP-798,,,28800,,,,,0,Kard Platform,,,,2|hzyurj:,28800,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,9/29/2020 16:22:56,"176571,171725,171699,171698,171697,171279,165656,165645,161555,161554,161549",,,,,,,,,,,,9/29/2020 16:22:56,0,0,4,8/25/2020 16:13:27,,28800,0,28800,
KP-675,Story,[Gift Card] Update the message when sending GKs and do not have friends in the list,"Please update the message to consistent between iOS, Android, Web when sending GKs and the list does not have any friends

Message: “Invite your friends to join “platform name“ to send them gifts and receive gifts back“ example: Invite your friends to join Kard to send them gifts and receive gifts back.

!image-2020-08-20-13-35-31-682.png|width=200,height=183!

 

!76CCE7CF-1680-41F3-A7A5-75606E2999E9.jpg|width=200,height=183!

 ",1,Declined,WebApp,Consumer_Android_App;Consumer_iOS_Apps;Consumser_Web_Apps,,S2103,,,1/20/2021,1/20/2021,,Medium,Tu Tran,,,,,,76CCE7CF-1680-41F3-A7A5-75606E2999E9.jpg;image-2020-08-20-13-35-31-682.png,,,,,,,[~accountid:5f4dbaf3333edb00432f009e] Please provide the message for this case.;[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] “Invite your friends to join “platform name“ to send them gifts and receive gifts back“  example: Invite your friends to join Kard to send them gifts and receive gifts back.;mobile est 0.5 points;[~accountid:5b43ade2a492e959f3f3248b] there is a duplicated ticket here [https://kardsys.atlassian.net/browse/KP-1418|https://kardsys.atlassian.net/browse/KP-1418];I closed this issue because the expectation is wrong. We will follow the ticket [https://kardsys.atlassian.net/browse/KP-1418|https://kardsys.atlassian.net/browse/KP-1418|smart-link] ,,8/20/2020 13:47:39,Tu Tran,Quý Trần,{},,,,,,,,,,,,,,,,21869,,,KP-2780;KP-2781;KP-1418,,,,,,,,0,Kard Platform,,,,2|hzz3hz:,,,Tu Tran,,,,,,[field not supported],,0,,,,Done,2/24/2021 15:11:36,"242627,242626,242018,241493,238524,238214,172565,171241,171047",,,,,,,,,,,,2/24/2021 15:12:19,0,,5,9/18/2020 14:18:32,,,0,,
KP-661,Story,API - VisiKard Admin - Login - Update Message for Invalid Account,"# Access the Tenant Admin site [https://admin-new-staging.kardsys.com/auth/login|https://admin-new-staging.kardsys.com/auth/login]
# Enter the Visikard admin (vkadmindev) in the email field  
!image-2020-08-18-14-24-36-105.png|width=200,height=183!
# Enter an incorrect password (ex: 123432) then login
# Check the result
Actual: Cannot login with red message: ""The password you entered is incorrect.""	 
!image-2020-08-18-14-27-36-823.png|width=200,height=183!
 
Expected: Please change the message to ""You have entered an invalid email or password."" like this  
!image-2020-08-18-14-28-50-902.png|width=200,height=183!
 . Please make sure to remove the function of blokcing the Visikard admin to be locked if they entered an incorrectly password in 5 times",1,Done,Backend,Visikard_New_Admin,,S2103,,,,1/20/2021,,Medium,Tri Pham,,,,,,image-2020-08-18-14-24-36-105.png;image-2020-08-18-14-27-36-823.png;image-2020-08-18-14-28-50-902.png,,,,,,,API login for vk admin need to provide  attemp login param to complete this ticket;[~accountid:5ed479f02bea5a0c2f1433fa] Please help to support on this bug;* Remove blocking account functionality for Master admin. Their account should never be locked,,8/18/2020 14:30:48,Niem Nguyen,Nguyen Tu Nghia,{},Staging,,,,,,,,,,,,,,,21830,,,KP-700;KP-106,,,,,,,,0,Kard Platform,,,,2|hzx3w7:,,,Niem Nguyen,,,,,,[field not supported],,0,,,,Done,3/10/2021 18:27:07,"250103,241195,240417,239475,230448",,,,,,,,,,,,3/10/2021 18:27:07,0,,3,8/18/2020 16:26:35,,,0,,
KP-652,Story,ARM - Campaigns - Show all business locations for merchant to choose when creating a coupon,"1.Login to ARM Merchant (selina@kardapp.net / 1234@Tps)

2.Go to Campaigns->Drive Sales->Coupons

3.Observe the Participating Locations field.

*Actual:* Merchant has to input this field manually.

!image-20200911-062117.png|width=1900,height=901!

*Expect:* This field should display all business locations to select instead of inputting manually, same like this

!image-20210115-034644.png|width=1624,height=648!",5,Done,Backend,ARM_Merchant,,S2103,,,2/3/2021,2/3/2021,,High,Tri Pham,,,,,,image-2020-08-18-09-35-20-555.png;image-2020-08-18-09-36-21-602.png;image-2020-08-18-09-38-41-422.png;image-20200911-062117.png;image-20210115-034644.png,,,,,,,[~accountid:5caacdb1055f3f7a1824b0dc] Please review this change again and update ACs if needed.;Verified in staging,,8/18/2020 9:39:43,Khang Nguyen,Nguyen Tu Nghia,{},,,,,,,,,,,,,,,,21818,,,,,,,,,,,0,Kard Platform,,,,2|hzz0af:,,,Khang Nguyen,,,,,,[field not supported],,0,,,,Done,3/10/2021 18:33:26,"250107,241359,239496,238542,238541,238540,238539,237423,227959,227155,227096",,,,,,,,,,,,3/10/2021 18:33:26,0,,3,1/15/2021 10:03:46,,,0,,
KP-648,Story,[Android] - Save selected Location on Marketplace,"!CB32CEF9-F9B5-4EFC-88BF-DD6F61A8ABDB.jpg|width=1152,height=2048!

AC:
The location on the image above (Marketplace and Search Business screen) should be:

# If the user granted the location permission: the current location of the user.
## Need to store this location to use later in case we don’t have location permission next time
# If the user did not grant the location permission, meaning we cannot get the current location of the user:
## If the location was detected before or the location is selected by the user manually before: use the saved location
## If we never detect the location and the user never select the location: Display “Unknown“",3,Done,Android,Consumer_Android_App;Consumer_iOS_Apps;Consumser_Web_Apps,,S2103,,,1/20/2021,1/22/2021,,High,Tu Tran,,,,,,CB32CEF9-F9B5-4EFC-88BF-DD6F61A8ABDB.jpg,,,,,,,Keep the selected location please.;[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] [~accountid:5b43ade2a492e959f3f3248b] I update the AC to make this ticket clear,,8/17/2020 16:42:45,Tu Tran,Nam Phan,{},,,,,,,,1.9.0.0,,,,,,,,21810,,,KP-2782,,,,,,,,0,Kard Platform,,,,2|hzz3if:,,,Tu Tran,,,,,,[field not supported],,0,,,,Done,3/9/2021 18:29:20,"249521,241141,241136,232140,230951,171037",,,,,,,,,,,,3/9/2021 18:29:20,0,,3,9/18/2020 14:08:36,,,0,,
KP-615,Story,Android - Research - Optimize build time,"Research to find ways to optimize build time 

# Check these articles and try their instructions to optimize the build time
## [https://developer.android.com/studio/build/optimize-your-build|https://developer.android.com/studio/build/optimize-your-build]
## [https://www.freecodecamp.org/news/how-to-improve-the-build-speed-of-your-android-projects-bd49029d8602/|https://www.freecodecamp.org/news/how-to-improve-the-build-speed-of-your-android-projects-bd49029d8602/]
## [https://medium.com/androiddevelopers/improving-build-speed-in-android-studio-3e1425274837|https://medium.com/androiddevelopers/improving-build-speed-in-android-studio-3e1425274837]
## [https://blog.gojekengineering.com/how-we-improved-performance-and-build-times-in-android-studio-306028166b79|https://blog.gojekengineering.com/how-we-improved-performance-and-build-times-in-android-studio-306028166b79]
## Find more way to optimize
# Measure the current build time and the optimized build time and summary a report",5,To Do,,,,,,,,,,Medium,,,,,,,,,,,,,,,,8/13/2020 22:33:47,Nghia Dao,,{},,,,,,,,,,,,,,,,21737,,,KP-614,,,,,,,,0,Kard Platform,,,,2|hzwz6n:,,,Nghia Dao,,,,,,[field not supported],,0,,,,To Do,8/13/2020 22:33:47,306265,,,,,,,,,,,,6/7/2021 16:03:58,0,,1,,,,0,,
KP-614,Story,iOS - Research - Optimize build time,"Research to find ways to optimize build time 
# Check these articles and try their instructions to optimize the build time
## https://devcenter.bitrise.io/tips-and-tricks/optimize-your-build-times/
## https://medium.com/flawless-app-stories/optimize-swift-build-and-compile-times-in-xcode-8a212e2e7d86
## https://medium.com/flawless-app-stories/analyzing-and-improving-build-times-in-ios-5e2b77ef408e
## https://www.onswiftwings.com/posts/build-time-optimization-part1/
## Find more way to optimize
# Measure the current build time and the optimized build time and summary a report",5,To Do,,,,,,,,,,Medium,,,,,,,,,,,,,,,,8/13/2020 22:32:51,Nghia Dao,,{},,,,,,,,,,,,,,,,21736,,,KP-615,,,,,,,,0,Kard Platform,,,,2|hzx6an:,,,Nghia Dao,,,,,,[field not supported],,0,,,,To Do,8/13/2020 22:32:51,158286,,,,,,,,,,,,8/25/2020 11:03:46,0,,1,,,,0,,
KP-613,Story,Visipay - Display Information of Pending KYC,"* Display information of individual KYC while it is pending and failed too. Currently it shows the details for passed accounts only.

Git: KardSys\\Visikard Admin Portal\\05-Export\\Sprint 2033\\KP-469 Merchant KYB
XD: [https://xd.adobe.com/view/e2f87fd1-1318-4b83-bc86-65d9368c6b70-b7ab/|https://xd.adobe.com/view/e2f87fd1-1318-4b83-bc86-65d9368c6b70-b7ab/]",2,Declined,WebApp,,,S2036,,,,,,High,Nguyen Vuong Vinh Nguyen,,,,,,image-2020-08-06-13-19-28-412.png;image-20200916-100931.png;image-20200916-101038.png;image-20200916-101833.png;Transactions – 8.png,,,,,,,"[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] [~accountid:5ed479f02bea5a0c2f1433fa] Because we don’t have the API for this ticket on this sprint so I will move this item to S2036;[~accountid:5ed479f02bea5a0c2f1433fa] can you please arrange to provide API for this? We really need this for customer support.;[~accountid:5ed479f02bea5a0c2f1433fa] We need support from BE team to turn off the auto pass KYC feature on dev for testing this ticket;[~accountid:5ed479f02bea5a0c2f1433fa] [~accountid:557058:13dd41e5-7d7a-45c5-8059-243206cbb843] as you request, I checked the KYC for Consumer and it is working correctly on Visipay:

*Pending KYC:* 

!image-20200916-100931.png|width=522,height=736!

*Verified KYC:* 

!image-20200916-101038.png|width=499,height=646!

*KYC failed:* 

!image-20200916-101833.png|width=494,height=644!;[~accountid:557058:7a9d9191-dd75-4672-98d1-725766bcd349] As we discussed, I decline this ticket because it worked for consumers already. Please create another ticket for merchant and we will do it later",,8/13/2020 19:20:45,Nghia Dao,Nguyen Vuong Vinh Nguyen,{},,,,,,,,,Web_S2036_Sep18,,,,,,,21735,Web,,KSWAT-752;KP-469,,,18000,,,,,0,Kard Platform,,,,2|hzx3y7:,18000,,Niem Nguyen,,,,,,[field not supported],,0,,,,Done,9/16/2020 17:23:39,"170250,170249,169911,161399,161398,161397,161310,159095",,,,,,,,,,,,10/16/2020 18:34:39,0,0,4,8/25/2020 11:21:34,,18000,0,18000,
KP-612,Story,Front end - VisiKard Admin - Gift Card Catalog,Requirement: [https://kardsys.atlassian.net/browse/KP-451|https://kardsys.atlassian.net/browse/KP-451|smart-link] ,5,Done,WebApp,,KP-77,S2033,,,,,,High,Viet Dung,,,,,,,,,,,,,"Done UI, waiting API from BE;PR [http://gitlab.tpssoft.com.vn/visikard/admin-portal/merge_requests/371|http://gitlab.tpssoft.com.vn/visikard/admin-portal/merge_requests/371];Verified",,8/13/2020 19:09:37,Nghia Dao,cong vo chi,{},,,,,,,,,Frontend_S2033,,,,,,,21734,Web,,KP-451;KP-778,,,28800,,,,,0,Kard Platform,,,,2|hzx2y7:,28800,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,9/7/2020 11:53:15,"166202,163108,162538,162537,160494,160493,159718,158218",,,,,,,,,,,,9/8/2020 15:17:53,0,0,3,8/20/2020 10:26:47,,28800,0,28800,
KP-611,Story,Web Apps - Konnection - Add user/merchant to group,"+*AC:*+

When connecting a friend (web app consumer) or a business (merchant), the list of connection groups will be shown and user can choose any connection group to store that friend or merchant. The list of connection group includes items: Co-workers, Family, Friends, Favorites and a Create New Group button. 

When user click at Create New Group button, the Create New Group pop-up shown up, there’s a field user can enter group name and two buttons Save and close (x)

||*Button*||*Action*||
|Save|Create a new group successfully, redirect user to the list of group connections.
A new group is added to the list above Create New Group button.|
|Close (x)|Close the pop-up.|

*_Validation rule:_*

* User can create multi groups while adding a new connection.
* User can add a new connection to multi groups that they want.
* If user do not choose any group to store a new connection, that connection will be added to the default group named All Kards.

UI Design: [https://xd.adobe.com/view/95fb18c2-d35e-431a-a779-8dac14be92fa-c0a8/|https://xd.adobe.com/view/95fb18c2-d35e-431a-a779-8dac14be92fa-c0a8/]",5,Done,WebApp,Consumser_Web_Apps,KP-120,S2033,,,,,,High,Tu Tran,,,,,,,,,,,,,,,8/13/2020 18:40:15,Nghia Dao,Nguyen Vuong Vinh Nguyen,{},,,,,,,,,Frontend_S2033,,,,,,,21731,Web,,KP-854;KP-855;KP-863;KP-122,28800;28800,,57600,,,,,100,Kard Platform,,,,2|hzx53r:,0,,Nhu Ho,,,,,,[field not supported],,0,,,,Done,9/10/2020 9:51:31,"167815,163106,161815,160718,159090",,,,,,,,57600,,2d,,9/16/2020 12:41:01,0,100,1,,,57600,100,0,57600
KP-610,Story,iOS - Buy Gift Card from Gift card category - Update UI,"Update UI of the gift card list on GC connect category as the GC list of merchant

Remove point/USD selection popup",2,Done,iOS,,KP-371,S2033,,,,,,Highest,Thuy Luong,,,,,,,,,,,,,Resolved in 1.0.6.10_Staging,,8/13/2020 18:34:57,Thuy Luong,Thuy Luong,{},,,,,,,,1.0.6.10_Staging,Frontend_S2033,,,,,,,21730,Hotfix_S2030;iOS,,KP-563,21600,,,,,,,100,Kard Platform,,,,2|hzx33b:,0,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,8/27/2020 18:16:28,"162517,159738,159539,159197,158022",,,,,,,,21600,,6h,,9/8/2020 15:17:53,0,,1,,,,100,0,21600
KP-609,Story,iOS - Buy Product Flow - Redeem Points,Requirement: [https://kardsys.atlassian.net/browse/KP-423|https://kardsys.atlassian.net/browse/KP-423|smart-link] ,8,Done,iOS,,KP-371,S2033,,,,,,High,Viet Dung,,,,,,,,,,,,,Verified.,,8/13/2020 18:34:45,Thuy Luong,Thuy Luong,{},,,,,,,,1.1.0.0_Staging,Frontend_S2033,,,,,,,21729,iOS,,KP-552,28800;21600;7200,,,,,,,100,Kard Platform,,,,2|hzx32v:,0,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/11/2020 14:00:40,"168408,163095,162451,160181,158021",,,,,,,,57600,,2d,,9/11/2020 14:00:40,0,,2,9/11/2020 14:00:04,,,100,0,57600
KP-608,Story,iOS - Consumer Apps - Buy Gift Card - Redeem Points,Requirement: [https://kardsys.atlassian.net/browse/KP-374|https://kardsys.atlassian.net/browse/KP-374|smart-link] ,5,Done,iOS,,KP-371,S2033,,,,,,Highest,Viet Dung,,,,,,Screenshot_2020-08-10-11-17-56-513_vn.tiki.app.tikiandroid.jpg;Screenshot_2020-08-10-11-18-27-142_vn.tiki.app.tikiandroid.jpg,,,,,,,Verified.,,8/13/2020 18:34:10,Thuy Luong,dong.ha,{},,,,,,,,1.1.0.0_Staging,Frontend_S2033,,,,,,,21728,iOS,,KP-830;KP-901;KP-825;KP-547,,,,,,,,0,Kard Platform,,,,2|hzx327:,,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/11/2020 14:07:02,"168416,163093,162594,160180,158011",,,,,,,,,,,,9/11/2020 14:07:16,0,,2,9/11/2020 14:07:16,,,0,,
KP-607,Story,iOS - Update Points Tab of Wallet - Update point tab UI,Requirement: [https://kardsys.atlassian.net/browse/KP-444|https://kardsys.atlassian.net/browse/KP-444|smart-link] ,2,Done,iOS,,KP-371,S2033,,,,,,High,Viet Dung,,,,,,,,,,,,,Verified,,8/13/2020 18:33:53,Thuy Luong,Thuy Luong,{},,,,,,,,1.1.0.0_Staging,Frontend_S2033,,,,,,,21727,iOS,,KP-873,7200,,28800,,,,,25,Kard Platform,,,,2|hzx307:,21600,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/11/2020 14:06:43,"168415,163091,159976,159857,158024",,,,,,,,7200,,2h,,9/16/2020 12:35:37,0,25,2,9/11/2020 14:06:49,,28800,25,21600,7200
KP-606,Story,iOS - GreenCom App - Project Detail - View Project Location on Map,[https://xd.adobe.com/view/b374c896-a3c1-4dfd-435f-c2d4ca85e345-c545/screen/c398f999-ec1b-4ff2-823c-a41ea940a79a|https://xd.adobe.com/view/b374c896-a3c1-4dfd-435f-c2d4ca85e345-c545/screen/c398f999-ec1b-4ff2-823c-a41ea940a79a],3,Declined,iOS,,KP-249,,,,,,,High,,,,,,,,,,,,,,,,8/13/2020 18:29:14,Thuy Luong,,{},,,,,,,,,,,,,,,,21726,iOS,,KP-525,,,,,,,,0,Kard Platform,,,,2|hzyzsv:,,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/1/2020 9:07:28,"163625,163624,157999",,,,,,,,,,,,9/1/2020 9:07:28,0,,1,,,,0,,
KP-605,Story,iOS - GreenCom App - Project Detail,"* Scope
** Name, duration, location, summary, status, co-benefits
** Project pictures
** View Protocol
** Program owner
** Funders list
** Project current fund amount progress bar
* UI: [https://xd.adobe.com/view/b374c896-a3c1-4dfd-435f-c2d4ca85e345-c545/screen/c398f999-ec1b-4ff2-823c-a41ea940a79a|https://xd.adobe.com/view/b374c896-a3c1-4dfd-435f-c2d4ca85e345-c545/screen/c398f999-ec1b-4ff2-823c-a41ea940a79a]",13,Declined,iOS,,KP-249,,,,,,,High,,,,,,,,,,,,,,,,8/13/2020 18:29:10,Thuy Luong,,{},,,,,,,,,,,,,,,,21725,iOS,,KP-522,,,,,,,,0,Kard Platform,,,,2|hzyzsn:,,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/1/2020 9:07:21,"163623,163622,157998",,,,,,,,,,,,9/1/2020 9:07:21,0,,1,,,,0,,
KP-604,Story,iOS - GreenCom App - Project Detail - Map,Click on the direction button will open map app,2,Done,iOS,,KP-249,S2033,,,,,,High,thao tran,,,,,,,,,,,,,AC passed on Sandbox environment,,8/13/2020 18:29:07,Thuy Luong,Hung Thai,{},,,,,,,,1.0.3.7_Sandbox,GreenCom_S2033;Frontend_S2033,,,,,,,21724,iOS,,KP-577,14400,,21600,,,,,66,Kard Platform,,,,2|hzx373:,7200,,Thuy Luong,,,,,,[field not supported],,0,,,,Done,9/3/2020 11:12:00,"164497,163044,162502,161324,157997",,,,,,,,14400,,4h,,9/8/2020 15:17:52,0,66,2,9/3/2020 11:11:56,,21600,66,7200,14400
